timestamp,soft_xray_flux,hard_xray_cdte,hard_xray_czt,solexs_flux_mean_10s,solexs_flux_std_10s,hel1os_cdte_mean_10s,hel1os_czt_mean_10s,solexs_flux_mean_60s,solexs_flux_std_60s,hel1os_cdte_mean_60s,hel1os_czt_mean_60s,solexs_flux_diff,hel1os_cdte_diff,hard_to_soft_ratio,is_flare,flare_class,future_flare_10m
2026-06-29 12:00:11,9.534270246429744e-08,12.0,6.0,1.031930138187648e-07,8.06814140803798e-09,15.6,4.8,1.0295955305883738e-07,7.442410835391139e-09,15.458333333333334,5.0,-2.3120607577948834e-11,-12.0,186833040.17416802,0,0,0
2026-06-29 12:00:12,1.0241962271566035e-07,10.5,6.0,1.0278728755223013e-07,7.986254408867296e-09,15.05,4.8,1.0291801995551607e-07,7.127139265178419e-09,15.076923076923077,5.076923076923077,7.076920251362909e-09,-1.5,159544190.6161729,0,0,0
2026-06-29 12:00:13,8.086719755342203e-08,21.0,3.0,9.935097745116433e-08,9.319047917251859e-09,15.85,4.7,1.0134296121250934e-07,9.034382177406664e-09,15.5,4.928571428571429,-2.155242516223832e-08,10.5,293157708.05931056,0,0,0
2026-06-29 12:00:14,8.275082167486967e-08,18.0,0.0,9.786021299337462e-08,1.07086604500531e-08,16.1,4.2,1.0010348524333338e-07,9.941557580147214e-09,15.666666666666666,4.6,1.8836241214476417e-09,-3.0,214923264.51289126,0,0,0
2026-06-29 12:00:15,9.437712470759029e-08,11.0,5.0,9.753206242108284e-08,1.0765650716807833e-08,14.9,4.4,9.974558770984943e-08,9.710563644283096e-09,15.375,4.625,1.162630303272062e-08,-7.0,167755109.50925836,0,0,0
2026-06-29 12:00:16,8.987168879665577e-08,15.0,5.0,9.494001848524101e-08,8.82645974083698e-09,15.2,4.4,9.916477012672039e-08,9.702398672461858e-09,15.352941176470589,4.647058823529412,-4.505435910934518e-09,4.0,220090550.36661798,0,0,0
2026-06-29 12:00:17,1.0314247332595275e-07,15.0,6.0,9.448683108868338e-08,8.19363486774144e-09,15.3,4.7,9.938575363778885e-08,9.459286616281822e-09,15.333333333333334,4.722222222222222,1.3270784529296976e-08,0.0,201646833.70129552,0,0,0
2026-06-29 12:00:18,9.091975924478789e-08,18.0,6.0,9.404828139909713e-08,8.262040337082986e-09,15.85,4.8,9.894017498552565e-08,9.39570986793407e-09,15.473684210526315,4.7894736842105265,-1.2222714081164865e-08,3.0,261097289.60545412,0,0,0
2026-06-29 12:00:19,8.587696298664707e-08,16.0,7.0,9.209341765417587e-08,7.553247486313922e-09,16.05,4.7,9.828701438558173e-08,9.600284214390269e-09,15.5,4.9,-5.04279625814081e-09,-2.0,264742219.44815317,0,0,0
2026-06-29 12:00:20,1.1465648768921555e-07,17.0,5.5,9.402248411590987e-08,1.0406378633404581e-08,15.35,4.95,9.906651311432618e-08,1.00158458343575e-08,15.571428571428571,4.928571428571429,2.8779524702568478e-08,1.0,194541615.86214262,0,0,0
2026-06-29 12:00:21,9.774223699513464e-08,12.0,6.0,9.426243756899361e-08,1.0467687077407035e-08,15.35,4.95,9.900631874527202e-08,9.778541494193007e-09,15.409090909090908,4.9772727272727275,-1.6914250694080908e-08,-5.0,182292811.544131,0,0,0
2026-06-29 12:00:22,1.0067528204687925e-07,11.0,2.0,9.408800350211549e-08,1.0330283889281281e-08,15.4,4.55,9.907888236708103e-08,9.560053445331358e-09,15.217391304347826,4.8478260869565215,2.9330450517446025e-09,-1.0,127858017.58588791,0,0,0
2026-06-29 12:00:23,8.575251813786542e-08,11.0,2.0,9.457653556055983e-08,9.733886158396686e-09,14.4,4.45,9.852361719086372e-08,9.73758741411826e-09,15.041666666666666,4.729166666666667,-1.4922763909013823e-08,0.0,149851557.96101102,0,0,0
2026-06-29 12:00:24,9.455617275474817e-08,11.5,3.0,9.575707066854769e-08,8.812573921060343e-09,13.75,4.75,9.836491941341909e-08,9.565530542949049e-09,14.9,4.66,8.803654616882746e-09,0.5,151743205.92783993,0,0,0
2026-06-29 12:00:25,1.0110922589709867e-07,10.0,5.0,9.643028078749852e-08,8.951488567210738e-09,13.65,4.75,9.847046966279138e-08,9.387708017353003e-09,14.711538461538462,4.673076923076923,6.553053142350504e-09,-1.5,146901515.19820905,0,0,0
2026-06-29 12:00:26,8.849006422577696e-08,14.0,4.0,9.629211833041064e-08,9.073792234411182e-09,13.55,4.65,9.810082501697604e-08,9.40365279831189e-09,14.685185185185185,4.648148148148148,-1.261916167132171e-08,4.0,201139647.80031112,0,0,0
2026-06-29 12:00:27,1.0375698018345672e-07,17.0,4.0,9.635356901616103e-08,9.127263108534101e-09,13.75,4.45,9.830283055863606e-08,9.289570717886055e-09,14.767857142857142,4.625,1.526691595767976e-08,3.0,200463968.73242754,0,0,0
2026-06-29 12:00:28,9.399361310081194e-08,17.0,3.0,9.666095440176345e-08,8.974411972131096e-09,13.65,4.15,9.815423685319386e-08,9.157207122221827e-09,14.844827586206897,4.568965517241379,-9.76336708264478e-09,0.0,210540470.53431904,0,0,0
2026-06-29 12:00:29,9.708306250206722e-08,18.0,5.0,9.778156435330546e-08,8.138978027450224e-09,13.85,3.95,9.811853104148962e-08,9.000064274024117e-09,14.95,4.583333333333333,3.0894494012552794e-09,1.0,234495124.98159656,0,0,0
2026-06-29 12:00:30,9.398293387770605e-08,13.0,5.0,9.57142089721545e-08,5.60866039818412e-09,13.45,3.9,9.798512468136758e-08,8.879911786530569e-09,14.887096774193548,4.596774193548387,-3.1001286243611764e-09,-5.0,189507728.02170599,0,0,0
2026-06-29 12:00:31,1.1852278184508937e-07,24.0,2.0,9.779226345714999e-08,9.165446207064392e-09,14.65,3.5,9.862692646773388e-08,9.459931215763117e-09,15.171875,4.515625,2.4539847967383327e-08,11.0,217531750.83975187,0,0,0
2026-06-29 12:00:32,9.986502775262065e-08,11.5,4.0,9.771123802772413e-08,9.140675528191048e-09,14.7,3.7,9.866444468848803e-08,9.313440724717371e-09,15.06060606060606,4.5,-1.8657754092468722e-08,-12.5,153670705.74763495,0,0,0
2026-06-29 12:00:33,8.9422890710441e-08,15.0,2.0,9.807827528498169e-08,8.668628613638295e-09,15.1,3.7,9.839263427736901e-08,9.307182090865445e-09,15.058823529411764,4.426470588235294,-1.044213704217965e-08,3.5,188005491.37981755,0,0,0
2026-06-29 12:00:34,1.082254491210319e-07,18.0,8.0,9.944520292161005e-08,9.117633205062095e-09,15.75,4.2,9.86735718443308e-08,9.318706534620006e-09,15.142857142857142,4.5285714285714285,1.8802558410590894e-08,3.0,238039762.79547817,0,0,0
2026-06-29 12:00:35,8.779156350028978e-08,19.0,1.0,9.811343668192917e-08,9.795029598311106e-09,16.65,3.8,9.837129383477411e-08,9.361975713402943e-09,15.25,4.430555555555555,-2.0433885620742116e-08,1.0,225246624.92213833,0,0,0
2026-06-29 12:00:36,1.0208863595004757e-07,19.0,6.0,9.947329385435622e-08,9.238712271881492e-09,17.15,4.0,9.84717625405923e-08,9.251239826658536e-09,15.35135135135135,4.472972972972973,1.4297072449757788e-08,0.0,242509756.4790163,0,0,0
2026-06-29 12:00:37,8.040329876120224e-08,16.0,7.0,9.713792571213077e-08,1.084721951404599e-08,17.05,4.3,9.799627665166098e-08,9.584551003424482e-09,15.368421052631579,4.5394736842105265,-2.1685337188845324e-08,-3.0,282543832.37552613,0,0,0
2026-06-29 12:00:38,8.67181395110157e-08,14.0,2.0,9.641037835315115e-08,1.1315434551270461e-08,16.75,4.2,9.77070936480547e-08,9.628478585983e-09,15.333333333333334,4.4743589743589745,6.3148407498134595e-09,-2.0,182402409.4582023,0,0,0
2026-06-29 12:00:39,1.0196861235869124e-07,17.0,4.0,9.689893333881356e-08,1.1452346354994254e-08,16.65,4.1,9.78136316158206e-08,9.528089812659251e-09,15.375,4.4625,1.525047284767554e-08,3.0,203945644.39546376,0,0,0
2026-06-29 12:00:40,1.073846657999541e-07,15.5,3.5,9.823910653103836e-08,1.1850424389262322e-08,16.9,3.95,9.80470714739702e-08,9.52623451073075e-09,15.378048780487806,4.439024390243903,5.4160534412628535e-09,-1.5,175301550.82148206,0,0,0
2026-06-29 12:00:41,1.017136828118997e-07,14.0,6.0,9.655819662771938e-08,9.639523033990682e-09,15.9,4.35,9.813437174392092e-08,9.426337908121117e-09,15.345238095238095,4.476190476190476,-5.67098298805439e-09,-1.5,194716024.7055511,0,0,0
2026-06-29 12:00:42,9.88435171761176e-08,16.0,4.0,9.645604557006909e-08,9.605940571912645e-09,16.35,4.35,9.815086349815805e-08,9.314071398738e-09,15.36046511627907,4.465116279069767,-2.870165635782111e-09,2.0,200313456.15280437,0,0,0
2026-06-29 12:00:43,9.69889630441071e-08,23.0,4.0,9.72126528034357e-08,9.282965505213511e-09,17.15,4.55,9.812445666965688e-08,9.206797568925284e-09,15.534090909090908,4.454545454545454,-1.854554132010491e-09,7.0,275541236.086422,0,0,0
2026-06-29 12:00:44,8.521478009632573e-08,15.0,5.5,9.491158590096507e-08,9.099934157304845e-09,16.85,4.3,9.78375749680273e-08,9.30280556738056e-09,15.522222222222222,4.477777777777778,-1.177418294778137e-08,-8.0,237778255.38841295,0,0,0
2026-06-29 12:00:45,9.28015579160529e-08,19.0,6.0,9.541258534254138e-08,8.797264156239762e-09,16.85,4.8,9.772809633646264e-08,9.228779327215498e-09,15.597826086956522,4.510869565217392,7.586777819727171e-09,4.0,266520093.64677703,0,0,0
2026-06-29 12:00:46,9.539361229040213e-08,9.0,7.0,9.474308297657684e-08,8.481843901956111e-09,15.85,4.9,9.76784264631422e-08,9.134264702807918e-09,15.457446808510639,4.5638297872340425,2.592054374349227e-09,-10.0,165986102.3964667,0,0,0
2026-06-29 12:00:47,1.1057122226218916e-07,14.0,5.0,9.775987532667555e-08,8.174250253485354e-09,15.65,4.7,9.794702637562234e-08,9.226190283697766e-09,15.427083333333334,4.572916666666667,1.5177609971787033e-08,5.0,170294809.13412014,0,0,0
2026-06-29 12:00:48,1.0343618289568461e-07,13.5,5.5,9.943167966514243e-08,7.3311856339388765e-09,15.6,5.05,9.805904997807261e-08,9.163193493890501e-09,15.387755102040817,4.591836734693878,-7.135039366504552e-09,-0.5,181929284.2115651,0,0,0
2026-06-29 12:00:49,8.236959844637265e-08,13.0,7.0,9.747177827391058e-08,9.00606584835539e-09,15.2,5.35,9.774526094743859e-08,9.336687818831117e-09,15.34,4.64,-2.106658444931196e-08,-0.5,239895601.9065507,0,0,0
2026-06-29 12:00:50,1.0324083969394794e-07,12.0,4.0,9.705739566330996e-08,8.584757808456619e-09,14.85,5.4,9.78530173934486e-08,9.274828767814262e-09,15.27450980392157,4.627450980392157,2.0871241247575292e-08,-1.0,153490705.24543113,0,0,0
2026-06-29 12:00:51,9.614917719583685e-08,18.0,4.0,9.650094510170368e-08,8.428325773960947e-09,15.25,5.2,9.78202512358022e-08,9.186488028019503e-09,15.326923076923077,4.615384615384615,-7.0916624981110916e-09,6.0,226455855.1602717,0,0,0
2026-06-29 12:00:52,9.32307799969404e-08,17.0,4.5,9.593967138378595e-08,8.441867435535978e-09,15.35,5.25,9.773365743884256e-08,9.119543155781052e-09,15.358490566037736,4.613207547169812,-2.9183971988964494e-09,-1.0,228163239.23773196,0,0,0
2026-06-29 12:00:53,1.0177038761094995e-07,9.0,6.0,9.641781384047024e-08,8.640962966121302e-09,13.95,5.45,9.780841170128898e-08,9.049787791678237e-09,15.24074074074074,4.638888888888889,8.53960761400955e-09,-8.0,145956440.84543458,0,0,0
2026-06-29 12:00:54,1.103099952249595e-07,17.0,6.0,9.892733535333362e-08,8.669896354300309e-09,14.15,5.5,9.803571321990117e-08,9.122699499582602e-09,15.272727272727273,4.663636363636364,8.53960761400955e-09,8.0,206630140.92774495,0,0,0
2026-06-29 12:00:55,1.09312801191162e-07,21.0,4.0,1.0057845968084453e-07,8.941628991268304e-09,14.35,5.3,9.823708979081655e-08,9.164138271673163e-09,15.375,4.651785714285714,-9.971940337975092e-10,4.0,226628276.4107974,0,0,0
2026-06-29 12:00:56,9.16078247677736e-08,12.5,5.0,1.0019988092858165e-07,9.260015543076641e-09,14.7,5.1,9.812078689567544e-08,9.124295292220682e-09,15.324561403508772,4.657894736842105,-1.770497642338839e-08,-8.5,188968913.19803235,0,0,0
2026-06-29 12:00:57,9.690787624148785e-08,14.0,7.0,9.883354632651153e-08,8.539677733157664e-09,14.7,5.3,9.809987464301703e-08,9.045305658545004e-09,15.301724137931034,4.698275862068965,5.300051473714241e-09,1.5,214487340.61194336,0,0,0
2026-06-29 12:00:58,1.0331263431403565e-07,9.0,6.0,9.882119146834663e-08,8.532365188976945e-09,14.25,5.35,9.818822650184786e-08,8.992633872923421e-09,15.194915254237289,4.720338983050848,6.4047580725478085e-09,-5.0,143798496.68873423,0,0,0
2026-06-29 12:00:59,1.097554512712236e-07,14.0,4.0,1.0155977675083174e-07,6.9050378745787125e-09,14.35,5.05,9.838101358133746e-08,9.0402898444106e-09,15.175,4.708333333333333,6.442816957187949e-09,5.0,162520217.22994637,0,0,0
2026-06-29 12:01:00,9.520825762154709e-08,17.0,5.0,1.0075651854359166e-07,7.15059840231154e-09,14.85,5.15,9.821836551619472e-08,9.007516280649069e-09,15.183333333333334,4.675,-1.454719364967651e-08,3.0,228670600.04912525,0,0,0
2026-06-29 12:01:01,9.814341023336182e-08,16.0,6.0,1.0095594184734414e-07,7.03469624871946e-09,14.65,5.35,9.821046640361259e-08,9.00736826777151e-09,15.233333333333333,4.691666666666666,2.9351526118147317e-09,-1.0,221900779.368158,0,0,0
2026-06-29 12:01:02,8.893665025993973e-08,12.0,2.0,1.0052652887364407e-07,7.661765472744274e-09,14.15,5.1,9.79181291515948e-08,9.019160980356902e-09,15.166666666666666,4.625,-9.206759973422092e-09,-4.0,155665126.05858067,0,0,0
2026-06-29 12:01:03,8.80379337591933e-08,17.0,6.0,9.91532834884684e-08,8.588646549235643e-09,14.95,5.1,9.746492307151336e-08,8.815389017969428e-09,15.233333333333333,4.658333333333333,-8.987165007464388e-10,5.0,258316865.9574293,0,0,0
2026-06-29 12:01:04,1.0812525822394199e-07,15.0,4.5,9.893480978836665e-08,8.296119924637678e-09,14.75,4.95,9.763936960436629e-08,8.922199812142227e-09,15.225,4.65,2.0087324464748698e-08,-2.0,178693735.23023397,0,0,0
2026-06-29 12:01:05,1.1356240028570825e-07,14.0,3.0,9.93597696978213e-08,8.968390424093323e-09,14.05,4.85,9.79044324352863e-08,9.155956065213497e-09,15.075,4.65,5.437142061766261e-09,-1.0,148390745.6338514,0,0,0
2026-06-29 12:01:06,9.927989878419667e-08,16.0,4.0,1.0012697709946359e-07,8.549957104400019e-09,14.4,4.75,9.762922861243833e-08,8.852308305197394e-09,15.141666666666667,4.633333333333334,-1.4282501501511584e-08,2.0,199441764.92479512,0,0,0
2026-06-29 12:01:07,1.1003532897892024e-07,11.0,9.0,1.0143972237320683e-07,8.996886643473969e-09,14.1,4.95,9.766857830722818e-08,8.902820340219312e-09,15.091666666666667,4.733333333333333,1.0755430194723575e-08,-5.0,180122850.8432388,0,0,0
2026-06-29 12:01:08,1.0361636025047635e-07,12.5,2.5,1.0147009496685091e-07,9.004421456187827e-09,14.45,4.6,9.78070967090586e-08,8.930040681788816e-09,15.091666666666667,4.691666666666666,-6.41896872844389e-09,1.5,143381015.78076744,0,0,0
2026-06-29 12:01:09,9.354880245394876e-08,14.0,5.0,9.984943008512342e-08,8.803728069162298e-09,14.45,4.7,9.760915007602678e-08,8.889846109211106e-09,15.091666666666667,4.641666666666667,-1.0067557796527591e-08,1.5,200954422.55076897,0,0,0
2026-06-29 12:01:10,1.0361395605508413e-07,10.0,3.0,1.0068999992847713e-07,8.712164220011885e-09,13.75,4.5,9.774661895908024e-08,8.918295596125088e-09,14.858333333333333,4.641666666666667,1.0065153601135369e-08,-4.0,124266402.78429863,0,0,0
2026-06-29 12:01:11,1.1538036566465969e-07,17.0,4.0,1.0241369547160693e-07,9.790736617966904e-09,13.85,4.3,9.808058001241962e-08,9.197551436600474e-09,14.941666666666666,4.608333333333333,1.1766409609575561e-08,7.0,180442808.2010822,0,0,0
2026-06-29 12:01:12,9.964173960890049e-08,17.0,8.5,1.03484204406503e-07,8.675122859021971e-09,14.35,4.95,9.803428196064028e-08,9.182318593532658e-09,15.05,4.65,-1.57386260557592e-08,0.0,253373998.6917401,0,0,0
2026-06-29 12:01:13,1.1564643655814007e-07,17.0,6.0,1.0624505468639766e-07,7.530895482334075e-09,14.35,4.95,9.861393594405226e-08,9.177997629304437e-09,14.983333333333333,4.7,1.600469694923958e-08,0.0,197177047.82636985,0,0,0
2026-06-29 12:01:14,7.380254895910254e-08,20.0,3.0,1.0281278375991372e-07,1.2656160802320175e-08,14.85,4.8,9.846479806545614e-08,9.50694197025094e-09,15.016666666666667,4.75,-4.184388759903753e-08,3.0,307476153.15321666,0,0,0
2026-06-29 12:01:15,1.0821902504375225e-07,22.0,4.0,1.0227844623571813e-07,1.225843781853264e-08,15.65,4.9,9.869549640439217e-08,9.573778949416955e-09,15.2,4.733333333333333,3.441647608464971e-08,2.0,238053763.88943788,0,0,0
2026-06-29 12:01:16,1.0087047068238173e-07,16.5,4.0,1.0243750342553662e-07,1.2225482477190913e-08,15.7,4.9,9.887880943582094e-08,9.507028685624312e-09,15.225,4.716666666666667,-7.3485543613705185e-09,-5.5,201235940.7262995,0,0,0
2026-06-29 12:01:17,9.700992649534132e-08,10.0,5.0,1.0113496317717874e-07,1.2018168299188319e-08,15.6,4.5,9.877660032197741e-08,9.493368928217754e-09,15.141666666666667,4.7,-3.86054418704041e-09,-6.5,153045722.3709171,0,0,0
2026-06-29 12:01:18,1.0091760776535502e-07,20.0,4.0,1.008650879286666e-07,1.1986515149443835e-08,16.35,4.65,9.894323113065353e-08,9.440722442913898e-09,15.175,4.666666666666667,3.9076812700137006e-09,10.0,235484334.12266913,0,0,0
2026-06-29 12:01:19,8.012431085399108e-08,14.0,3.0,9.952263876867084e-08,1.3547115362863965e-08,16.35,4.45,9.884735359510925e-08,9.603477496448814e-09,15.141666666666667,4.6,-2.0793296911363943e-08,-6.0,209554938.8468383,0,0,0
2026-06-29 12:01:20,9.780328112162488e-08,15.0,6.5,9.89415712753249e-08,1.347656373591998e-08,16.85,4.8,9.856646681898274e-08,9.37704332094278e-09,15.108333333333333,4.616666666666666,1.7678970267633804e-08,1.0,217604109.458004,0,0,0
2026-06-29 12:01:21,1.0357112571511746e-07,11.0,1.0,9.77606472803707e-08,1.2345997685585815e-08,16.25,4.5,9.86636149643158e-08,9.398529036785813e-09,15.091666666666667,4.533333333333333,5.767844593492579e-09,-4.0,114754430.70864068,0,0,0
2026-06-29 12:01:22,1.1477894044741517e-07,12.0,5.0,9.927436736422216e-08,1.3478308658816207e-08,15.75,4.15,9.889867593765805e-08,9.623373934022064e-09,15.108333333333333,4.583333333333333,1.1207814732297706e-08,1.0,146831538.91636375,0,0,0
2026-06-29 12:01:23,9.481729781726352e-08,16.0,8.0,9.71914534901345e-08,1.2217559112051258e-08,15.65,4.35,9.904975559898138e-08,9.483631666163026e-09,15.191666666666666,4.683333333333334,-1.9961642630151645e-08,4.0,250476694.1536092,0,0,0
2026-06-29 12:01:24,9.191506397106813e-08,17.5,5.0,9.900270499133106e-08,9.37734780733467e-09,15.4,4.55,9.900573711925336e-08,9.51093232294034e-09,15.291666666666666,4.716666666666667,-2.902233846195397e-09,1.5,242156643.26514423,0,0,0
2026-06-29 12:01:25,9.498242956415465e-08,12.0,3.0,9.767904544337131e-08,8.851322439237643e-09,14.4,4.45,9.890362384703762e-08,9.520850354473281e-09,15.325,4.683333333333334,3.0673655930865247e-09,-5.5,156278602.9496576,0,0,0
2026-06-29 12:01:26,1.0915402117702075e-07,13.0,4.0,9.850740049283519e-08,9.543708413062817e-09,14.05,4.45,9.924802312955836e-08,9.51151012476159e-09,15.308333333333334,4.683333333333334,1.4171591612866098e-08,1.0,154329363.72500193,0,0,0
2026-06-29 12:01:27,1.0328751109659685e-07,11.0,9.0,9.913515895296075e-08,9.64023717222378e-09,14.15,4.85,9.924019864477736e-08,9.507930465367297e-09,15.208333333333334,4.766666666666667,-5.866510080423904e-09,-2.0,191777517.64997917,0,0,0
2026-06-29 12:01:28,9.470239796232961e-08,12.0,5.0,9.851363797265821e-08,9.712631624002833e-09,13.35,4.95,9.925201172580265e-08,9.501739684200024e-09,15.125,4.8,-8.585113134267236e-09,1.0,177634002.51153103,0,0,0
2026-06-29 12:01:29,1.0513267433113357e-07,13.0,8.0,1.0101447432037246e-07,7.394587988140793e-09,13.25,5.45,9.938617192295377e-08,9.527389845646194e-09,15.041666666666666,4.85,1.0430276368803959e-08,1.0,197865550.19314858,0,0,0
2026-06-29 12:01:30,1.009707754934804e-07,15.0,8.0,1.0133122375755802e-07,7.309098054992227e-09,13.25,5.6,9.950263594988334e-08,9.502899141851934e-09,15.075,4.9,-4.161898837653164e-09,2.0,225554820.8660091,0,0,0
2026-06-29 12:01:31,1.0968644990532889e-07,15.0,3.0,1.0194275617657915e-07,7.759289440572345e-09,13.65,5.8,9.935536375088732e-08,9.268721964704535e-09,14.925,4.916666666666667,8.715674411848481e-09,0.0,162621531.50087985,0,0,0
2026-06-29 12:01:32,9.297946906122649e-08,16.5,1.5,9.97628090379603e-08,6.748747600759883e-09,14.1,5.45,9.92406044393641e-08,9.30486049258792e-09,15.008333333333333,4.875,-1.6706980844102397e-08,1.5,191531194.84292063,0,0,0
2026-06-29 12:01:33,9.672337853402233e-08,10.0,2.0,9.995341710963617e-08,6.619223601611794e-09,13.5,4.85,9.936227923642378e-08,9.221663823206554e-09,14.925,4.875,3.7439094727958424e-09,-6.5,122795590.77894762,0,0,0
2026-06-29 12:01:34,9.607891846867843e-08,18.0,3.0,1.0036980255939721e-07,6.173329192798659e-09,13.55,4.65,9.915983705888455e-08,9.156892045310609e-09,14.925,4.791666666666667,-6.444600653438969e-10,8.0,216318849.97539857,0,0,0
2026-06-29 12:01:35,8.536485051867882e-08,16.0,2.0,9.940804465484962e-08,7.67293189790313e-09,13.95,4.55,9.911939184252438e-08,9.213142330801438e-09,14.875,4.808333333333334,-1.0714067949999613e-08,-2.0,208418122.55678016,0,0,0
2026-06-29 12:01:36,1.0296120277064577e-07,19.5,8.0,9.878876281421212e-08,7.021164270597524e-09,14.6,4.95,9.913393462286767e-08,9.218595720054372e-09,14.883333333333333,4.841666666666667,1.7596352251966944e-08,3.5,264521756.83912763,0,0,0
2026-06-29 12:01:37,1.026105527217989e-07,12.0,3.0,9.872106697673233e-08,6.9760880804660875e-09,14.7,4.35,9.950405552221094e-08,8.893912125388812e-09,14.816666666666666,4.775,-3.5065004884686994e-10,-7.5,144772898.1841838,0,0,0
2026-06-29 12:01:38,1.000511345664246e-07,20.0,6.0,9.925594063714182e-08,6.837403056209929e-09,15.5,4.45,9.972627210646776e-08,8.73416779322304e-09,14.916666666666666,4.841666666666667,-2.559418155374295e-09,8.0,257295478.2898479,0,0,0
2026-06-29 12:01:39,9.765412866624853e-08,15.0,4.0,9.850808607065331e-08,6.525059924215615e-09,15.7,4.05,9.965436404492705e-08,8.733154222575038e-09,14.883333333333333,4.841666666666667,-2.397005900176069e-09,-5.0,192592041.07187322,0,0,0
2026-06-29 12:01:40,8.584629257949587e-08,16.0,8.0,9.699563777925485e-08,7.56136995236911e-09,15.8,4.05,9.929539115791943e-08,8.851873839921986e-09,14.891666666666667,4.916666666666667,-1.180783608675266e-08,1.0,276350311.4198144,0,0,0
2026-06-29 12:01:41,9.579354677234641e-08,9.0,4.0,9.560634746595663e-08,6.10697119539678e-09,15.2,4.15,9.919672222392687e-08,8.85745420464992e-09,14.808333333333334,4.883333333333334,9.94725419285054e-09,-7.0,134306474.2794822,0,0,0
2026-06-29 12:01:42,9.65728548347323e-08,14.0,7.0,9.596568604330719e-08,6.040587525155613e-09,14.95,4.7,9.915887785157044e-08,8.863837404756726e-09,14.775,4.933333333333334,7.793080623858845e-10,5.0,215223793.90835232,0,0,0
2026-06-29 12:01:43,9.19772273077838e-08,18.0,2.0,9.549107092068336e-08,6.159720311740758e-09,15.75,4.7,9.907534892263172e-08,8.908135824391993e-09,14.691666666666666,4.9,-4.5956275269484945e-09,4.0,215106436.0501279,0,0,0
2026-06-29 12:01:44,9.838714288333993e-08,13.0,5.0,9.57218933621495e-08,6.227075887232775e-09,15.25,4.9,9.92948883024153e-08,8.721106829042131e-09,14.658333333333333,4.891666666666667,6.409915575556133e-09,-5.0,181109945.18806422,0,0,0
